Name,Year,ProgramName,Discipline,Course
81d9298e39655f126441c9627e28f881,1511,B.Tech,Mechanical Engineering," HS 112 - Urdu Poetry Interpretation, HS 151 - Economics, HS 201 - World Civilizations and Cultures, ME 322 - Synthesis and Analysis of Mechanisms, ME 332 - Industrial Engineering and Operations Research, HS 104(R) - Foundational Sanskrit"
514c0c01e6481ed1b475704681321531,1721,M.Tech,Mechanical Engineering, ME 699 - M.Tech Thesis
34fcf79316a443a321b5b0a3874ae275,1811,B.Tech,Materials Science & Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
11cdcad5e8b6cb307962d62658c199ea,1811,B.Tech,Electrical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
3062ce6bc0b64b65f1895f57f4bb7c6e,1811,B.Tech,Electrical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
69ffefc1d2908632bf54dc9480cf5e4f,1431,Ph.D,Cognitive Sciences, CG 799 - Ph.D Thesis
187d30f374de79995ba5a630096fec6c,1831,Ph.D,Humanities and Social Science," HS 631 - Digital Cultures and New Media, HS 491 - Special Topics in Humanities and Social Sciences, HS 513 - Perspectives In History, EH 608 - Biodiversity Conservation And Sustainable Development, FP 602 - Writing"
13e94afa172a6f629c466baf854b8bcb,1851,M.Sc,Physics," PH 504 - Quantum Mechanics II, PH 505 - Classical Electrodynamics, PH 506 - Methods of Experimental Physics, PH 507 - Statistical Mechanics , PH 599 - Project in Physics"
2b30b537c57eac0d617d34f0457a140a,1511,B.Tech,Chemical Engineering," CL 321 - Separation Processes, MA 102 - Mathematics II, HS 223 - Sanskrit Literature"
edbefffa6a2f4233749fbeeab8007d4a,1611,B.Tech,Chemical Engineering," CL 321 - Separation Processes, CL 352 - Mass Transfer and Reaction Engineering Lab, CL 422 - Process Control, CL 424  - Process Analysis and Simulation, CL 604 - Advanced Reaction Engineering, CH 517 - Bioinorganic Chemistry, BE 402 - Biomolecular Forensics"
69991a7c03a7896e3d53cb68197fc8b1,1611,B.Tech,Chemical Engineering," CL 321 - Separation Processes, CL 352 - Mass Transfer and Reaction Engineering Lab, CL 422 - Process Control, CL 424  - Process Analysis and Simulation, EH 608 - Biodiversity Conservation And Sustainable Development, MS 304 - Organizational Behaviour &amp; Human Resource Management"
69e841e07b31ced8251ec9ed03b13551,1851,M.Sc,Chemistry," CH 512 - Reactions and Mechanisms in Organic Chemistry, CH 622 - Interpretative Organic Spectroscopy, HS 111 - Urdu Script and Poetry, CH 508 - Organometallic And Bioinorganic Chemistry, CH 519 - Statistical Thermodynamics and its Applications in Chemistry, CH 521 - Advanced Chemistry Laboratory"
a50bc003592e0a61c7b13493fc5d1bbe,1411,B.Tech,Mechanical Engineering," CH 301 - Forensic Chemistry, CH 629 - Medicinal Chemistry for life, HS 201 - World Civilizations and Cultures, BE 402 - Biomolecular Forensics"
e976435949ea8debb0433aa2ebaf10d1,1721,M.Tech,Biological Engineering, BE 699 - M.Tech Thesis
c7a3b76f48a0c90d711354355139d514,1331,Ph.D,Electrical Engineering, EE 799 - Ph.D Thesis
2c2ebedf7f1a1646acfd18dac42bfb5a,1611,B.Tech,Materials Science & Engineering," HS 508 - Introduction to Indian Knowledge Systems, CH 517 - Bioinorganic Chemistry, MSE 352 - Materials Characterization Techniques, MSE 307 - Materials Processing, MSE 302(N) - Corrosion and degradation of materials"
6398eff869243b0f7e69b203e040a8dc,1752,M.A,Humanities and Social Science," MS 204 - Business Communications, HS 599(A) - Project in HSS (A), HS 599(B) - Project in HSS (B), HS 599(C) - Project in HSS (C)"
38627f8da6fc7763de8ecc3bef8118a3,1511,B.Tech,Mechanical Engineering," MS 499 - Project Course, ME 499 - Project Course, MS 204 - Business Communications, ME 640 - Fracture Mechanics, HS 513 - Perspectives In History, HS 517 - Literary Experiment In European Modernism"
a2f32777860ae751fc805e13cd0a8847,1611,B.Tech,Mechanical Engineering," ES 301 - Data Structures And Algorithms Ii , ES 332 - Control Theory, ME 322 - Synthesis and Analysis of Mechanisms, ME 332 - Industrial Engineering and Operations Research, ME 352 - Mechanical Engineering Laboratory II, ME 391 - Integrated Design and Manufacturing I, MS 204 - Business Communications"
671d9d744aba474daa305877909556a2,1431,Ph.D,Electrical Engineering, EE 799 - Ph.D Thesis
b147015766a57ef8474543db4f39b5d1,1831,Ph.D,Humanities and Social Science," HS 631 - Digital Cultures and New Media, EH 608 - Biodiversity Conservation And Sustainable Development, HS 517 - Literary Experiment In European Modernism, IN 791 - Independent Project, FP 602 - Writing"
d15e484e2530f030b9702313cb17ce58,1651,Ph.D,Mathematics," IN 791-I - Independent Project-I, IN 791-II - Independent Project-II, MA 622 - Measure Theory, MA 629 - Introduction To Differential Geometry"
e2a026fc0ceb2ebe18e2b2f9aa869a61,1611,B.Tech,Electrical Engineering," CH 301 - Forensic Chemistry, EE 333 - Power Electronics, EE 341 - Communication Systems, HS 513 - Perspectives In History, EH 608 - Biodiversity Conservation And Sustainable Development, BE 402 - Biomolecular Forensics"
7ae0df469b7ebf6599a61a9b7f5364df,1851,M.Sc,Cognitive Sciences," CG 501 - Computation and Cognition, CG 506 - Experimental Techniques in Cognitive Science, HS 644 - Critical Perspectives On Sociology And Anthropology, BE 608 - Molecular Basis Of Neurodegenrative Diseases, FP 602 - Writing, HS 421 - Introduction to Linguistics"
6af3654d0ce4fa20ce09c53652e144a8,1411,M.Tech,Electrical Engineering," EE 699 - M.Tech Thesis, ES 608 - Nanoscale Device Engineering, EE 651 - Cmos Analog Ic Design, ES 641 - Electronic Instrumentation, MA 623 - Number Theory"
fc3f1f4719b93460173d086f7b71a1e0,1511,B.Tech,Electrical Engineering," ES 631 - Advanced Heat Transfer, PH 507 - Statistical Mechanics , HS 507 - Humanism, Anti-humanism, and Posthumanism, HS 422 - Classics of World Literature, Politics and Economics"
861332a1b7bbc73ce4776701e7b6f22c,1752,M.A,Humanities and Social Science," HS 599(A) - Project in HSS (A), HS 599(B) - Project in HSS (B), HS 599(C) - Project in HSS (C), MS 304 - Organizational Behaviour &amp; Human Resource Management"
76313f1bd73bdfb4ef158f50a3656770,1852,M.A,Humanities and Social Science," HS 406 - Introduction to Social Demography, HS 644 - Critical Perspectives On Sociology And Anthropology, HS 599(A) - Project in HSS (A), HS 513 - Perspectives In History, MA 632 - Applied Statistics, FP 602 - Writing"
f124cc4a77be6141df2f2f8b3963a11a,1711,B.Tech,Mechanical Engineering," ES 221 - Mechanics of Solids, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, HS 399 - Project Course"
1fcca98c710dfc9ca865d4ad1584422a,1811,B.Tech,Civil Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
bb12911ea81a790813ae85288537647e,1331,Ph.D,Materials Science & Engineering," MSE 799 - Ph.D Thesis, MSE 798 - Seminar"
7402b9f809d6f68b10f780806e204e13,1711,B.Tech,Comp Science & Engg," ES 202 - Introduction to Materials, ES 301 - Data Structures And Algorithms Ii , HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, ES 215 - Computer Organization And Architecture, ES 214 - Discrete Mathematics"
c88e6c678e612db63f9222cb0e7c4f02,1431,Ph.D,Humanities and Social Science, HSS 799 - Ph.D Thesis
29adb845c8abb81b0ae54100440975c6,1752,M.A,Humanities and Social Science," HS 499 - Project Course, HS 599(A) - Project in HSS (A), HS 599(B) - Project in HSS (B), HS 599(C) - Project in HSS (C)"
091a37477d16c420a24f58cdddfb8e85,1751,M.Sc,Mathematics," MA 501 - Basic Algebra, MA 502 - Complex Analysis, MA 510 - Topology, MA 622 - Measure Theory, Ma 624 - Partial Differential Equations"
159c69058de16549ec663a8e13292f97,1611,B.Tech,Civil Engineering," CE 304 - Concrete Design, CE 305 - Steel Design, CE 306 - Civil Engineering Materials Lab, CE 307 - Masonry Design, CE 402 - Geotechnical Engineering, CE 403 - Construction Technology &amp; Management, CE 309 - Field Survey Project, HS 642 - Structures and Hydrology in Ancient India, HS 104(R) - Foundational Sanskrit"
6b2fcf880833c4c2e49cd0a5252e8981,1351,Ph.D,Chemistry, CH 799 - Ph.D Thesis
7e3c91d6eb8aec620d55b55ac82b8418,1611,B.Tech,Mechanical Engineering," ES 332 - Control Theory, ME 322 - Synthesis and Analysis of Mechanisms, ME 332 - Industrial Engineering and Operations Research, ME 352 - Mechanical Engineering Laboratory II, ME 391 - Integrated Design and Manufacturing I"
85f6cebf102d323bbfc4a4de6ab85ff3,1711,B.Tech,Mechanical Engineering," ES 221 - Mechanics of Solids, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV"
27c48661974c72a55d2f4973cc6dbc5d,1711,B.Tech,Civil Engineering," ES 221 - Mechanics of Solids, CE 202 - Sustainability and Environment, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, MA 202 - Mathematics IV"
b296ab53c103b181955763f8935bb2f9,1811,B.Tech,Mechanical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
0968148cd09721d6c8467ce5ee226983,1611,B.Tech,Comp Science & Engg," ES 404 - Networks and Complex Systems, HS 507 - Humanism, Anti-humanism, and Posthumanism"
05ba3f17ddd250aa37ce1b44c98a0c5e,1831,Ph.D,Mechanical Engineering," ES 631 - Advanced Heat Transfer, IN 791-I - Independent Project-I, ME 798 - Seminar, IN 791 - Independent Project, FP 602 - Writing"
af3aee2d94e14f555c8cc7cd32e6e5c9,1511,B.Tech,Chemical Engineering," CH 301 - Forensic Chemistry, CL 321 - Separation Processes, HS 642 - Structures and Hydrology in Ancient India, CH 499 - Project Course, BE 402 - Biomolecular Forensics"
db3866cb5701e8bdac4c6fa207954359,1811,B.Tech,Materials Science & Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
9d5022adafcff128c103655564e9581d,1535,Ph.D,Civil Engineering," CE 798 - Seminar, CE 799 - Ph.D Thesis"
4441a7f108bc5bb1d5827678fbd29c33,1811,B.Tech,Civil Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
72a453f7fd93e96c83e280173bd5c038,1611,B.Tech,Comp Science & Engg," HS 111 - Urdu Script and Poetry, HS 508 - Introduction to Indian Knowledge Systems, HS 104(R) - Foundational Sanskrit"
77cb0a43473138b42b4ccceb5db0a0e7,1511,B.Tech,Civil Engineering," CH 301 - Forensic Chemistry, MS 304 - Organizational Behaviour &amp; Human Resource Management, MS 406 - Business Skills for Entrepreneurs , CH 517 - Bioinorganic Chemistry, MS 204 - Business Communications, BE 402 - Biomolecular Forensics"
8e3828fcd9c5f23164df6c4bcc18f5b4,1851,M.Sc,Chemistry," CH 512 - Reactions and Mechanisms in Organic Chemistry, CH 622 - Interpretative Organic Spectroscopy, CH 508 - Organometallic And Bioinorganic Chemistry, CH 519 - Statistical Thermodynamics and its Applications in Chemistry, CH 521 - Advanced Chemistry Laboratory, FP 602 - Writing"
1a38d0a31a579dace3ae0adeaccd029a,1725,M.Tech,Mechanical Engineering, ME 699 - M.Tech Thesis
c852e004ff8f93baab4f3df1d8321f0f,1825,M.Tech,Electrical Engineering," HS 631 - Digital Cultures and New Media, EE 699 - M.Tech Thesis, ES 634 - Applied Multivariate Data Analysis, MA 632 - Applied Statistics"
8d71e646896d69522548e0c3fb67fd51,1711,B.Tech,Chemical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
a81315d9f026bb04cd2dff30ce498350,1511,B.Tech,Chemical Engineering," CH 301 - Forensic Chemistry, HS 631 - Digital Cultures and New Media, HS 635 - India Through the Writers Eye, CH 517 - Bioinorganic Chemistry, MS 204 - Business Communications"
ef86d338fe25989b715eef62907ea97a,1631,Ph.D,Biological Engineering," BE 799 - Ph.D Thesis, BE 402 - Biomolecular Forensics"
f9b0ab3aa871e41561e75ff140b8a6d1,1851,M.Sc,Mathematics," MA 501 - Basic Algebra, MA 502 - Complex Analysis, MA 510 - Topology, MA 622 - Measure Theory, Ma 624 - Partial Differential Equations"
2e49f6a2c81d39270a171c61abbe6210,1431,Ph.D,Mechanical Engineering," ME 799 - Ph.D Thesis, IN 792-I - Independent Seminar"
66a66017fcb54bf17fa65ec1e2bdd506,1531,Ph.D,Civil Engineering," CE 799 - Ph.D Thesis, IN 791 - Independent Project"
7ca2132a13daa113e2180e681e9460cc,1331,Ph.D,Biological Engineering," BE 799 - Ph.D Thesis, BE 798 - Seminar"
318677062412cd6cd622f21d06793878,1811,B.Tech,Materials Science & Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
34cf68085e0d75794cf07fa704000abb,1711,B.Tech,Civil Engineering," ES 221 - Mechanics of Solids, CE 202 - Sustainability and Environment, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV"
267123e9a1fc55bf514aa1e6757b0828,1721,M.Tech,Civil Engineering, CE 699 - M.Tech Thesis
6c7b8ed959a3bedfe6a1a56665be9a2b,1611,B.Tech,Mechanical Engineering," ES 332 - Control Theory, ME 322 - Synthesis and Analysis of Mechanisms, ME 332 - Industrial Engineering and Operations Research, ME 352 - Mechanical Engineering Laboratory II, ME 391 - Integrated Design and Manufacturing I, ME 399 - Project Course, ES 632 - Energy Systems"
cc2ef40f10b13a2c92f27d15c2440281,1611,B.Tech,Comp Science & Engg," CH 301 - Forensic Chemistry, ES 301 - Data Structures And Algorithms Ii , MA 102 - Mathematics II, BE 402 - Biomolecular Forensics"
4c6215fcb065e612d9d93e7d8531eec7,1811,B.Tech,Comp Science & Engg," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
7f49c2733ee2dd38dfa15d09605ffbf4,1852,M.A,Humanities and Social Science," CH 517 - Bioinorganic Chemistry, HS 644 - Critical Perspectives On Sociology And Anthropology, HS 599(A) - Project in HSS (A), HS 513 - Perspectives In History, FP 602 - Writing, MS 304 - Organizational Behaviour &amp; Human Resource Management"
51374233cd4c3968b3407f5fd3ddb480,1811,B.Tech,Comp Science & Engg," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
b2ca5c0188d8270092f037fdbc35421c,1511,B.Tech,Mechanical Engineering," CH 301 - Forensic Chemistry, ES 631 - Advanced Heat Transfer, MS 304 - Organizational Behaviour &amp; Human Resource Management, MS 406 - Business Skills for Entrepreneurs , MS 204 - Business Communications, ME 640 - Fracture Mechanics, BE 402 - Biomolecular Forensics, HS 422 - Classics of World Literature, Politics and Economics"
50e3672f4595b9caa5bb65c48a2b64fd,1721,M.Tech,Materials Science & Engineering, MSE 699 - M.Tech Thesis
74d57ccc44ede90e0bee80e663fc0aa6,1431,Ph.D,Biological Engineering, BE 799 - Ph.D Thesis
dcdfebcc35d2685345ba01ac79c2fb59,1751,M.Sc,Mathematics," MA 602 - Advanced Numerical Methods in Engineering, MA 605 - Commutative Algebra, MA 599 - Project in Mathematics, MA 629 - Introduction To Differential Geometry, FP 602 - Writing"
aee6668137a8dd564ba49669d9eee341,1711,B.Tech,Mechanical Engineering," ES 221 - Mechanics of Solids, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, ME 399 - Project Course"
34b9dbeb55c396853b6814defa3f069c,1731,Ph.D,Humanities and Social Science," IN 791-I - Independent Project-I, IN 792 - Independent Research Seminar, HSS 799 - Ph.D Thesis, HS 798 - Seminar, MA 632 - Applied Statistics"
b025d5b5de3805f1a1867d86ce2f506a,1811,B.Tech,Electrical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
6e2edccea0fdb1f9acdfe6c4d9c2c2a1,1531,Ph.D,Chemical Engineering, CL 799 - Ph.D Thesis
2e0d8f3d55ea1efd6b17042a451d7e26,1721,M.Tech,Comp Science & Engg, CS 699 - M.Tech Thesis
6f6304221c8338e0bb6fa4a471133f00,1811,B.Tech,Civil Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
2adada58cb6f4a938ef22912682d7097,1531,Ph.D,Electrical Engineering, EE 799 - Ph.D Thesis
939ce34f1a39889d36d8e16efb25f085,1831,Ph.D,Biological Engineering," CH 629 - Medicinal Chemistry for life, BE 799 - Ph.D Thesis, BE 601 - Applied Biological Engineering, BE 611 - Fluorescence Proteins And Their Applications, FP 602 - Writing"
b3e5509b46570d9d08da7d8d61a74fdd,1751,M.Sc,Physics," PH 504 - Quantum Mechanics II, PH 505 - Classical Electrodynamics, PH 506 - Methods of Experimental Physics, PH 507 - Statistical Mechanics , PH 499 - Project Course, FP 602 - Writing"
a38e48f327258accfb7925c92e21163d,1831,Ph.D,Earth Sciences," CE 605 - Remote Sensing of Land and Water Resources, EH 602 - River Morphology and Ecology, CE 799 - Ph.D Thesis, FP 602 - Writing"
8dbac84e070b9c25d3ce3f043ecd8021,1711,B.Tech,Civil Engineering," ES 221 - Mechanics of Solids, CE 202 - Sustainability and Environment, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 111 - Urdu Script and Poetry, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV"
a1739b85c4c9b7f6e50b052b5c92f01e,1721,M.Tech,Civil Engineering, CE 699 - M.Tech Thesis
22a232112c7d8a3cfcb9b21989ef015f,1511,B.Tech,Electrical Engineering," CH 301 - Forensic Chemistry, HS 103 - French Studies, HS 305 - Perspectives in Psychology, MS 304 - Organizational Behaviour &amp; Human Resource Management, MS 406 - Business Skills for Entrepreneurs , EE 499 - Project Course, BE 402 - Biomolecular Forensics, PH 615 - Physics of two-dimensional materials"
7e1f99d59806cb421d05b6b85a4f5484,1132,Ph.D,Chemical Engineering, IN 700 - Ph.D Thesis
5603b9de9f783904af5ee6df3f296cfb,1751,M.Sc,Chemistry," CH 517 - Bioinorganic Chemistry, CH 599 (B) - Project In Chemistry (B), CH 599 (C) - Project In Chemistry (C), CH 632 - Solid State Chemistry And Applications, FP 602 - Writing"
81f69a39e039295f5f6d32263846d9c2,1711,B.Tech,Chemical Engineering," ES 221 - Mechanics of Solids, CL 251 - Fluid Mechanics Lab, ES 105 - Electrical and Electronics Lab, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV"
43b41c2556a6f094c0112730a20a3061,1711,B.Tech,Civil Engineering," ES 221 - Mechanics of Solids, CE 202 - Sustainability and Environment, ES 202 - Introduction to Materials, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV"
f06d56f9dbcda5a76c1cd2e9316dba45,1811,B.Tech,Mechanical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
70c5c7f1dc8498e10900b4713f708d68,1711,B.Tech,Comp Science & Engg," ES 202 - Introduction to Materials, ES 301 - Data Structures And Algorithms Ii , HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, ES 215 - Computer Organization And Architecture, ES 214 - Discrete Mathematics"
b5287e98e7c74cf4a33668c5fdeee2e7,1631,Ph.D,Mathematics," MA 799 - Ph.D Thesis, FP 602 - Writing"
22f2009f084f2ec3dd6b278e2847de7b,1811,B.Tech,Chemical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
9f41933754bbd945bccd866979dc9c5d,1511,B.Tech,Civil Engineering," CH 301 - Forensic Chemistry, HS 635 - India Through the Writers Eye, MS 204 - Business Communications, CE 631 - Irrigation Engineering And Hydraulic Structures"
729ca5ebd43ffc740b0495ab169383e8,1611,B.Tech,Comp Science & Engg," CH 301 - Forensic Chemistry, HS 635 - India Through the Writers Eye, MS 204 - Business Communications"
8e37ac1587dfc7eaa28d867d1596441b,1721,M.Tech,Mechanical Engineering, ME 699 - M.Tech Thesis
5a164bb6643a4fff356c305f75ead259,1511,B.Tech,Electrical Engineering," CH 301 - Forensic Chemistry, EE 499 - Project Course, HS 399 - Project Course, ES 641 - Electronic Instrumentation, HS 515 - The Politics Of The Environment, HS 104(R) - Foundational Sanskrit, BE 402 - Biomolecular Forensics"
6947a701a9cfb094bc911683504b9959,1811,B.Tech,Comp Science & Engg," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
f49b1ea062bab33453cfb8848fb0b1d0,1721,M.Tech,Chemical Engineering," HS 103 - French Studies, HS 642 - Structures and Hydrology in Ancient India"
a0873be901b0d6ee29a71c1d4033fd0a,1721,M.Tech,Materials Science & Engineering, MSE 699 - M.Tech Thesis
ff13992a86d119e229fda071e5fc287d,1511,B.Tech,Chemical Engineering," HS 201 - World Civilizations and Cultures, PH 101 - Physics, HS 507 - Humanism, Anti-humanism, and Posthumanism, MS 204 - Business Communications"
92b8c3cdc98ae72abcba8a21c46e3442,1335,Ph.D,Materials Science & Engineering," MSE 799 - Ph.D Thesis, MSE 798 - Seminar"
77a122f7b348f525c61f87384cc1d5fc,1611,B.Tech,Mechanical Engineering," ES 332 - Control Theory, ME 322 - Synthesis and Analysis of Mechanisms, ME 332 - Industrial Engineering and Operations Research, ME 352 - Mechanical Engineering Laboratory II, ME 391 - Integrated Design and Manufacturing I, HS 642 - Structures and Hydrology in Ancient India"
4d6fa0a98a1337c3dcd5ca6b3c36d62c,1551,Ph.D,Cognitive Sciences, CG 799 - Ph.D Thesis
80087d4b5a288b98d807dd8d7faed380,1811,B.Tech,Mechanical Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
383ca69e314958f262f63fb2c8d5704e,1751,M.Sc,Cognitive Sciences," CG 599B - Project in Cognitive Science (B), CG 599C - Project in Cognitive Science (C), CG 599A - Project in Cognitive Science (A), CG 599D - Project in Cognitive Science (D), FP 602 - Writing"
59271b934e208bf779811dc16ae1b4b3,1851,M.Sc,Physics," PH 504 - Quantum Mechanics II, PH 505 - Classical Electrodynamics, PH 506 - Methods of Experimental Physics, PH 507 - Statistical Mechanics , PH 599 - Project in Physics"
883eb3a017a9409faf83458d4195beda,1811,B.Tech,Comp Science & Engg," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
677f10fc54fd51f07e60147aa6b45056,1751,M.Sc,Cognitive Sciences," CG 599B - Project in Cognitive Science (B), CG 599C - Project in Cognitive Science (C), CG 599A - Project in Cognitive Science (A), CG 599D - Project in Cognitive Science (D), FP 602 - Writing"
1276940c12df3058f193263942ff6d5f,1811,B.Tech,Materials Science & Engineering," ES 104 - Introduction To Analog And Digital Electronics, ES 105 - Electrical and Electronics Lab, ES 106 - Manufacturing and Workshop Practice, FP 101 - Introduction to Engineering, HS 151 - Economics, MA 102 - Mathematics II, PH 101 - Physics, PE 102 - Physical Education, CH 202 - Chemistry Laboratory"
8688a458b5194d3b1eba9e551a5743fd,1611,B.Tech,Electrical Engineering," EE 333 - Power Electronics, CH 517 - Bioinorganic Chemistry, HS 599(A) - Project in HSS (A), ES 216 - Signals, Systems and Networks"
f3e9f3db72756b403b160713657c54d3,1852,M.A,Humanities and Social Science," HS 644 - Critical Perspectives On Sociology And Anthropology, HS 599(A) - Project in HSS (A), HS 513 - Perspectives In History, HS 515 - The Politics Of The Environment, EH 608 - Biodiversity Conservation And Sustainable Development, FP 602 - Writing"
25663059869d28fc3fbb519df011c296,1631,Ph.D,Materials Science & Engineering, MSE 799 - Ph.D Thesis
0325f012adc3c4f8531f2bbbcaf99889,1511,B.Tech,Mechanical Engineering," CH 301 - Forensic Chemistry, HS 635 - India Through the Writers Eye, ES 632 - Energy Systems, BE 402 - Biomolecular Forensics"
25f9977a1a5992c9bbba528c4e5dcf9a,1711,B.Tech,Materials Science & Engineering," ES 221 - Mechanics of Solids, ES 212 - Fluid Mechanics, HS 201 - World Civilizations and Cultures, MA 202 - Mathematics IV, MSE 309 - Material Thermodynamics And Kinetics, MSE 201 (N) - Phase Transformation And Phase Equilibrium"
